16.236978999999998,0.01
16.250937999999998,0.02
16.265867999999998,0.03
16.367480999999998,0.04
16.46666,0.05
16.524855000000002,0.06
16.60725,0.07
16.61383,0.08
16.643861,0.09
16.644074,0.1
16.827108,0.11
16.892314,0.12
16.960228,0.13
17.033191,0.14
17.107898,0.15
17.148545000000002,0.16
17.158999,0.17
17.217425000000002,0.18
17.265818,0.19
17.278357,0.2
17.386988,0.21
17.407122,0.22
17.416811,0.23
17.466221,0.24
17.484843,0.25
17.497268,0.26
17.503041,0.27
17.547771,0.28
17.566666,0.29
17.57583,0.3
17.642018999999998,0.31
17.733103,0.32
17.821118000000002,0.33
17.827237,0.34
17.912891000000002,0.35
17.948124,0.36
17.958742,0.37
18.072688,0.38
18.082345,0.39
18.107448,0.4
18.178025,0.41
18.231077,0.42
18.272273,0.43
18.350164,0.44
18.392131,0.45
18.422275,0.46
18.496096,0.47
18.518725,0.48
18.594228,0.49
18.706557,0.5
18.842377,0.51
18.863061000000002,0.52
18.869213,0.53
18.897113,0.54
18.915065,0.55
18.963799,0.56
19.065921,0.57
19.120818,0.58
19.169156,0.59
19.266047,0.6
19.296103,0.61
19.394526,0.62
19.420457,0.63
19.478096999999998,0.64
19.613573,0.65
19.733891,0.66
19.76489,0.67
19.822969999999998,0.68
19.867085,0.69
19.927474,0.7
20.176634999999997,0.71
20.215798,0.72
20.255241,0.73
20.255987,0.74
20.434965,0.75
20.538992999999998,0.76
20.643214,0.77
20.758865,0.78
21.011525,0.79
21.150678,0.8
21.165247,0.81
21.257878,0.82
21.433632,0.83
21.752011000000003,0.84
21.949551,0.85
22.114919,0.86
22.169636,0.87
22.41541,0.88
22.663331,0.89
22.81028,0.9
22.833863,0.91
23.476575999999998,0.92
24.674646000000003,0.93
26.413117,0.94
27.233874,0.95
27.346938,0.96
29.380702000000003,0.97
32.993348999999995,0.98
35.546238,0.99
