17.148545000000002,0.01
18.178025,0.02
19.484126,0.03
22.133450999999997,0.04
25.343371,0.05
26.615228000000002,0.06
27.36052,0.07
28.073845,0.08
28.671189,0.09
29.069950000000002,0.1
29.4909,0.11
29.846767,0.12
30.275067,0.13
30.598192,0.14
30.911342,0.15
31.255345,0.16
31.596490999999997,0.17
31.901011,0.18
32.121757,0.19
32.347545,0.2
32.681503,0.21
32.971267,0.22
33.334087,0.23
33.638466,0.24
33.962486,0.25
34.269817,0.26
34.625503,0.27
34.9534,0.28
35.307591,0.29
35.569522,0.3
35.865734,0.31
36.187162,0.32
36.618944,0.33
36.946748,0.34
37.347276,0.35
37.695249,0.36
38.062545,0.37
38.432027,0.38
38.774179,0.39
39.073305000000005,0.4
39.457390000000004,0.41
39.836798,0.42
40.205676000000004,0.43
40.703956999999996,0.44
41.108218,0.45
41.536578,0.46
42.073104,0.47
42.528572000000004,0.48
43.134732,0.49
43.633882,0.5
44.190139,0.51
44.936533,0.52
45.635836,0.53
46.406918999999995,0.54
47.183131,0.55
48.246553,0.56
49.255831,0.57
50.687535,0.58
52.258048,0.59
53.864418,0.6
55.86846,0.61
57.355114,0.62
59.432480000000005,0.63
61.886321,0.64
64.122865,0.65
66.427137,0.66
68.9495,0.67
71.720762,0.68
74.750141,0.69
78.318319,0.7
81.34541300000001,0.71
84.106749,0.72
87.45470499999999,0.73
90.986861,0.74
94.13935599999999,0.75
96.71196,0.76
99.436645,0.77
102.24029,0.78
105.13529000000001,0.79
108.56920000000001,0.8
111.703794,0.81
114.687456,0.82
117.000789,0.83
120.32256,0.84
123.723717,0.85
126.54651,0.86
129.733997,0.87
132.84430799999998,0.88
136.460311,0.89
140.89396000000002,0.9
146.02083499999998,0.91
149.451933,0.92
154.77946,0.93
162.204558,0.94
170.865621,0.95
181.005597,0.96
196.025258,0.97
224.03500300000002,0.98
301.777728,0.99
